student_name,branch,year,cgpa,coding_skills,dsa_score,ml_knowledge,frontend_skill,backend_skill,database_skill,cloud_computing,devops_skill,cybersecurity_skill,embedded_c,microcontrollers,arduino_skill,raspberry_pi_skill,rtos_knowledge,embedded_linux,firmware_development,device_drivers,digital_electronics,analog_electronics,pcb_design,circuit_design,vlsi_knowledge,verilog_vhdl,fpga_skill,iot_knowledge,sensor_integration,wireless_protocols,mqtt_protocol,edge_computing,robotics_skill,computer_vision,control_systems,ros_knowledge,communication_skills,leadership_score,problem_solving,teamwork_score,presentation_skill,innovation_score,projects_count,internships,preferred_role
Aarav M. Pillai,CSBS,2,7.04,84,76,79,17,1,82,25,24,25,32,40,8,41,47,15,19,27,31,20,69,27,10,29,16,25,25,29,48,43,20,80,34,24,44,68,51,85,24,36,3,2,ML Engineer
Manish T. Pillai,AI,3,7.14,63,79,52,35,20,53,37,22,12,7,29,10,28,20,22,15,36,5,11,24,1,32,7,21,29,17,43,17,22,25,57,49,14,60,82,60,77,29,30,3,2,ML Engineer
Tarun Y. Krishnan,ECE,2,7.43,91,53,40,29,26,28,6,15,45,49,10,28,0,27,23,38,54,75,74,66,63,77,48,84,37,3,35,6,12,3,32,41,0,34,45,36,76,14,33,4,1,VLSI Engineer
Aakash N. Satyanarayana,AI&DS,2,6.97,76,62,27,9,60,84,53,60,59,6,17,16,36,30,29,21,0,28,6,27,36,6,36,14,50,33,33,10,39,23,20,3,19,47,82,56,74,19,47,3,1,Backend Developer
Pallavi A. Koppula,Mechanical,2,7.25,57,41,17,6,20,21,7,31,7,59,66,29,33,41,53,81,73,79,56,58,37,37,6,30,45,35,45,11,6,24,19,32,33,86,54,22,86,46,14,1,1,Embedded Engineer
Samarth U. Nandi,ECE,1,7.28,68,87,69,21,26,85,53,55,25,14,14,12,0,36,32,16,47,32,45,41,1,24,11,13,7,28,4,14,5,26,88,38,13,58,78,56,74,21,40,2,0,ML Engineer
Aditya G. Chatterjee,Data Science,3,7.25,69,23,35,25,33,33,50,16,51,76,37,8,19,17,51,0,60,52,61,56,68,87,67,74,38,37,35,29,0,24,50,78,34,66,63,45,81,41,37,5,1,VLSI Engineer
Arjun K. Khanna,CSBS,4,6.83,64,0,0,6,0,7,39,41,13,45,13,5,28,0,22,18,42,65,78,52,81,83,64,85,24,0,26,0,12,30,13,53,30,64,59,13,87,38,34,5,2,VLSI Engineer
Nandini U. Arora,CSE,4,7.25,76,13,43,49,71,46,89,88,52,0,30,34,33,30,39,41,36,37,4,8,0,37,44,41,21,32,7,56,23,30,10,33,1,44,82,30,74,29,23,8,3,Cloud Engineer
Kavya T. Arora,AI,1,6.72,57,68,10,19,51,40,73,50,93,10,14,22,68,39,10,8,12,21,33,66,9,29,3,29,31,4,31,17,29,24,12,10,23,58,49,56,94,23,13,4,0,Cybersecurity Analyst
Karan Y. Ansari,AI,3,6.75,55,74,57,28,48,69,49,13,35,7,32,3,36,8,3,12,22,18,32,17,21,27,29,24,3,0,6,29,40,22,58,17,19,70,55,54,71,40,38,4,2,ML Engineer
Aarav S. Babu,AI&DS,2,7.72,74,13,28,50,28,40,26,14,47,68,16,59,44,0,33,41,59,68,63,59,88,83,84,64,16,0,28,21,10,19,41,83,32,47,65,17,50,26,34,4,3,VLSI Engineer
Aparna T. Nayak,Mechanical,3,7.48,73,20,31,31,18,29,10,37,9,81,76,40,23,40,11,6,7,2,10,19,42,20,55,23,41,33,65,40,19,68,78,100,73,49,45,34,73,31,27,4,2,Robotics Engineer
Dev A. Krishnamurthy,AI,4,7.09,78,34,1,10,25,57,22,38,0,54,13,22,29,33,15,41,58,65,73,65,56,75,78,71,14,5,8,33,8,11,13,41,41,52,63,36,80,19,34,8,3,VLSI Engineer
Anjali K. Gadde,IT,4,6.83,59,26,38,32,86,54,80,77,47,0,27,21,46,35,18,35,39,32,20,18,27,27,31,21,0,21,29,20,34,15,0,26,15,65,84,12,57,42,35,5,3,Cloud Engineer
Akhil D. Murthy,CSE,4,7.08,75,78,20,89,83,60,80,50,43,15,22,24,9,10,30,11,14,25,14,28,10,23,31,18,21,4,47,16,5,0,25,29,51,47,55,67,87,39,15,7,3,Full Stack Developer
Keerthana A. Sinha,EEE,2,7.13,70,13,37,16,26,20,0,48,25,67,100,61,29,57,63,100,73,76,58,41,70,15,0,50,19,38,42,36,33,8,4,26,9,53,55,27,76,27,18,6,2,Embedded Engineer
Sakshi B. Mukherjee,Civil,3,6.77,75,16,28,25,38,32,25,33,20,75,76,27,32,56,48,75,54,77,47,67,62,16,48,39,20,0,0,41,36,14,15,18,24,68,84,29,79,20,21,6,1,Embedded Engineer
Sowmya M. Venkatesh,AI&DS,3,6.84,55,71,23,0,61,39,59,66,48,38,22,16,9,16,30,17,16,37,13,58,32,12,35,17,15,25,14,20,7,34,7,16,29,62,48,44,64,22,27,6,1,Backend Developer
Manish A. Rao,Data Science,3,6.81,40,4,3,25,63,38,69,87,48,15,0,39,5,10,23,2,0,17,24,56,16,26,24,18,24,5,11,33,5,16,2,14,30,20,53,0,53,8,15,8,2,Cloud Engineer
Tejas L. Venkatesh,AI,1,6.85,72,43,18,3,21,16,14,53,18,88,56,46,24,24,28,22,15,43,43,29,24,25,19,10,66,46,16,43,14,55,66,64,65,33,60,26,56,2,30,7,0,Robotics Engineer
Shreya P. Kulkarni,EEE,3,6.88,72,22,29,29,20,12,27,12,16,61,42,69,22,22,23,35,56,67,62,46,83,74,70,86,32,17,38,0,0,43,32,69,23,52,61,27,56,29,13,4,2,VLSI Engineer
Darshan P. Shah,AI&DS,2,7.01,82,61,45,47,80,85,48,71,31,34,10,38,22,20,28,20,14,8,21,35,16,31,15,25,24,27,46,32,25,42,38,0,29,58,49,58,70,30,42,6,1,Backend Developer
Tejaswini B. Sharma,Mechanical,2,7.09,68,14,39,28,52,33,30,20,4,31,39,37,27,7,12,15,52,67,53,59,70,76,76,76,24,33,0,5,34,10,17,53,13,86,100,31,39,42,32,4,0,VLSI Engineer
Atharv H. Kapoor,EEE,2,7.09,66,66,13,9,98,62,58,35,40,28,33,32,34,14,25,16,7,20,36,47,6,16,56,0,12,9,16,9,24,0,0,18,27,8,58,53,35,0,37,6,1,Backend Developer
Siddharth P. Nandi,AI,2,7.34,61,63,24,68,79,89,56,66,7,27,20,32,35,18,1,41,21,40,27,2,14,32,3,26,15,4,28,32,14,36,6,34,36,53,63,45,68,48,21,4,0,Full Stack Developer
Mihika M. Pillai,CSBS,4,7.84,90,51,37,42,38,34,65,14,27,71,34,42,34,15,28,4,79,77,76,88,88,83,58,92,51,18,0,23,49,19,57,60,30,72,43,46,46,46,55,6,2,VLSI Engineer
Keerthana R. Koneru,CSE,3,7.14,85,23,39,7,72,43,75,68,44,10,11,5,5,35,12,53,30,0,31,0,27,35,8,35,21,11,47,6,9,45,27,36,25,59,64,47,89,54,38,6,2,Cloud Engineer
Dhruv R. Desai,Mechanical,2,6.78,62,63,13,52,74,74,30,44,25,16,9,12,9,2,17,14,15,33,21,21,43,0,44,17,0,33,16,17,20,3,10,43,36,85,30,45,94,56,42,3,1,Full Stack Developer
Sandeep D. Joshi,Civil,4,7.1,91,17,34,10,37,31,25,39,40,77,90,42,24,74,50,60,66,88,56,48,66,12,20,40,20,0,25,6,11,29,1,40,32,42,75,39,83,43,0,7,2,Embedded Engineer
Priya R. Raju,AI,1,6.6,74,11,33,17,36,16,20,0,19,72,78,51,69,17,61,31,1,14,32,25,0,19,13,13,67,77,69,69,85,28,1,9,4,41,96,21,59,25,24,2,0,IoT Engineer
Sanjay R. Nair,AI,1,6.69,54,76,69,36,0,80,46,39,14,25,13,4,37,58,34,25,53,13,17,22,11,18,9,35,13,19,40,32,29,16,73,13,23,53,34,53,63,27,26,1,1,ML Engineer
Navya M. Iyer,Data Science,1,6.42,71,18,14,7,80,57,98,67,59,9,27,14,8,30,26,9,39,0,2,10,30,30,25,47,30,17,19,24,30,26,29,6,42,66,77,52,54,34,52,3,0,Cloud Engineer
Pallavi M. Iqbal,IT,4,7.27,83,62,77,12,16,66,41,14,9,21,21,1,0,32,35,0,14,12,15,16,27,52,2,22,37,48,0,45,20,37,88,19,26,57,76,58,84,36,40,5,2,ML Engineer
Shruthi L. Chowdary,IT,3,6.99,84,100,10,68,92,65,65,47,30,22,33,35,3,11,0,32,21,46,43,24,3,53,46,37,15,0,32,52,45,23,54,41,33,66,52,70,76,49,40,5,3,Full Stack Developer
Eesha C. Murthy,CSBS,1,7.17,65,74,0,72,69,59,47,42,21,34,24,57,17,21,29,0,19,0,30,33,17,32,20,17,34,15,30,2,33,21,15,0,29,52,63,69,73,1,27,3,0,Full Stack Developer
Avani K. Chatterjee,CSBS,4,7.05,80,67,39,21,62,61,48,47,67,0,20,39,4,22,48,28,29,24,24,60,14,29,49,16,27,3,35,3,18,22,10,22,8,72,48,66,68,55,52,4,3,Cybersecurity Analyst
Aparna Y. Peddireddy,Civil,4,7.26,66,67,25,57,85,61,40,64,33,28,11,35,0,16,34,24,28,16,21,5,23,47,32,0,0,16,35,20,9,25,23,29,30,66,53,44,62,49,44,5,3,Full Stack Developer
Rahul G. More,Civil,2,7.18,100,8,26,19,18,15,9,14,26,83,76,74,43,30,59,42,37,28,21,17,21,24,57,26,79,60,77,69,52,16,12,58,36,36,78,29,44,18,22,6,2,IoT Engineer
Vinay V. Koneru,CSBS,3,6.83,77,60,5,28,66,50,30,68,66,21,26,24,8,16,31,21,20,1,0,13,13,12,27,21,5,26,12,2,34,7,22,33,16,37,53,56,51,22,38,3,1,Cybersecurity Analyst
Riya M. Iyengar,Data Science,2,7.02,85,51,70,23,62,78,76,85,71,15,24,13,15,27,50,36,16,5,12,15,15,34,61,23,0,33,9,34,13,23,11,30,20,43,72,60,78,37,46,5,2,Cloud Engineer
Tejas D. Gupta,Data Science,2,6.65,76,83,2,41,68,77,71,81,61,20,25,40,25,39,4,35,13,31,45,24,28,11,32,35,10,27,0,0,21,28,16,46,28,82,35,89,55,54,46,4,2,Backend Developer
Vaishnavi V. Ahmed,EEE,3,7.34,93,57,43,15,23,36,57,47,42,72,64,23,11,37,5,31,64,65,71,72,100,77,75,85,29,9,33,33,11,43,3,49,16,71,63,47,64,37,43,5,1,VLSI Engineer
Arjun L. Kulkarni,ECE,2,6.81,62,14,0,27,19,25,15,0,0,82,76,44,3,34,33,96,69,73,57,44,73,12,18,34,20,6,30,46,0,30,28,32,12,68,39,28,89,42,11,4,1,Embedded Engineer
Meghana Y. Kulkarni,IT,2,6.83,79,65,0,3,55,51,54,85,88,29,1,13,17,28,22,51,32,18,41,0,33,23,23,7,0,22,34,0,28,7,0,7,20,74,60,42,62,46,7,3,1,Cybersecurity Analyst
Sahana M. Sen,CSE,3,6.86,89,33,19,25,64,51,57,57,34,35,34,22,25,16,27,23,26,4,30,17,43,33,21,33,11,13,16,34,11,0,0,38,36,59,54,45,83,16,29,7,2,Cloud Engineer
Anika A. Joshi,CSE,3,6.99,78,54,43,14,6,17,24,29,21,49,38,39,29,47,36,12,49,79,82,57,100,63,89,98,16,35,32,4,40,12,36,69,3,17,99,39,59,40,46,6,3,VLSI Engineer
Atharv N. Malhotra,AI&DS,4,7.21,59,25,18,11,41,37,35,28,28,87,83,61,50,40,59,10,13,29,16,1,0,48,42,0,93,68,75,81,42,17,45,18,23,71,63,37,50,38,29,8,2,IoT Engineer
Vishal D. Ranganathan,EEE,4,7.09,67,38,11,5,25,26,13,26,15,40,35,49,17,18,36,5,48,76,85,64,82,47,62,75,4,15,20,27,49,37,20,39,33,76,46,33,74,59,23,6,3,VLSI Engineer
Raghav V. Kapoor,Civil,3,7.24,78,24,10,25,36,29,22,10,50,60,93,58,29,53,47,69,94,71,75,38,55,13,21,0,33,30,12,48,0,38,18,43,0,57,37,30,40,45,29,5,3,Embedded Engineer
Aditya R. Ahmed,EEE,1,6.85,69,7,12,18,4,11,4,18,12,87,90,67,10,67,62,80,63,83,48,52,78,47,23,30,3,36,20,32,5,7,28,17,29,68,46,26,73,50,43,2,2,Embedded Engineer
Shruthi M. Bhat,Mechanical,3,7.02,72,40,16,26,19,13,7,32,20,52,76,49,19,75,67,67,49,59,43,49,80,34,14,0,10,4,55,15,21,45,14,7,23,57,49,40,97,19,37,6,2,Embedded Engineer
Kiara R. Arora,Civil,4,7.15,63,49,27,18,0,23,28,0,1,67,47,73,36,37,22,38,47,58,18,35,34,17,11,32,62,50,5,37,0,78,54,58,88,88,76,42,55,62,44,8,4,Robotics Engineer
Varsha R. Singh,EEE,4,6.54,62,74,5,31,69,58,55,60,72,38,1,0,11,41,5,0,19,37,42,14,18,7,4,21,18,12,24,24,38,7,2,43,10,70,87,69,47,35,20,6,2,Cybersecurity Analyst
Uday U. Prasad,EEE,3,6.88,68,4,56,34,23,31,34,42,41,61,47,39,48,23,0,38,63,69,84,62,75,75,91,81,27,13,39,40,39,46,28,78,33,47,71,7,57,26,22,5,1,VLSI Engineer
Aditi N. Sharma,Mechanical,4,6.67,84,19,41,29,36,30,14,23,16,44,63,58,64,0,90,7,22,22,12,22,0,0,0,39,80,79,73,51,61,51,20,15,0,69,68,25,57,37,19,6,4,IoT Engineer
Sachin N. Chowdary,IT,1,6.84,56,100,30,0,85,43,21,66,64,22,32,9,24,19,4,40,36,39,28,24,14,33,30,29,25,12,15,53,0,0,5,0,38,64,75,82,54,35,61,4,1,Cybersecurity Analyst
Karan G. Jadhav,Data Science,1,6.97,70,78,3,95,69,78,53,54,7,30,8,15,9,7,2,39,4,33,19,17,19,1,45,29,12,39,17,23,2,36,18,14,15,28,27,63,89,22,26,5,0,Full Stack Developer
Vishal M. Verma,EEE,3,7.23,70,10,14,36,40,5,2,20,49,88,69,61,25,18,0,26,14,15,41,14,16,3,36,21,68,57,7,1,4,56,86,73,68,44,59,22,95,48,27,4,2,Robotics Engineer
Kartikeya R. More,AI,2,6.68,73,62,38,20,72,46,31,51,63,6,0,18,32,0,23,11,0,22,7,44,20,24,18,21,0,32,24,19,21,25,1,0,17,45,29,56,50,31,46,2,3,Cybersecurity Analyst
Priya M. Desai,IT,1,6.15,79,60,22,95,70,59,46,46,0,15,28,0,33,1,32,18,17,5,25,23,18,13,30,5,10,37,17,4,50,1,19,3,22,86,49,64,68,57,36,3,0,Full Stack Developer
Darshan S. Saladi,AI,1,6.64,83,80,42,26,66,63,51,33,53,3,27,37,33,8,17,16,13,31,0,16,43,14,4,19,30,15,25,32,21,24,0,11,32,50,40,66,57,10,41,6,0,Backend Developer
Jai G. Sharma,Data Science,4,7.53,79,18,47,3,26,18,22,38,21,42,15,0,25,13,20,0,80,80,82,61,80,71,79,88,53,37,37,32,43,25,5,88,28,59,58,20,83,64,7,8,2,VLSI Engineer
Vedant J. Gowda,EEE,4,6.7,56,19,24,19,32,16,27,0,13,60,62,37,10,7,7,7,11,36,10,4,17,26,25,13,60,51,26,31,12,79,62,57,70,62,62,40,81,56,18,5,2,Robotics Engineer
Anika P. Pillai,CSBS,1,7.11,71,71,62,0,22,66,62,0,45,0,25,20,18,18,34,8,13,20,16,33,57,17,14,42,39,56,28,30,20,59,48,5,41,54,71,57,79,7,55,1,0,ML Engineer
Nandini R. Ahmed,Civil,4,7.04,86,53,26,31,54,28,55,66,58,25,30,19,0,12,13,0,23,27,31,23,0,31,18,12,0,12,9,1,13,17,0,11,34,43,33,47,69,37,33,7,2,Cybersecurity Analyst
Sanjay P. Prasad,AI&DS,3,6.66,77,100,51,72,86,52,78,49,3,37,29,61,22,25,13,0,9,32,43,10,33,0,32,15,53,20,11,16,12,35,39,21,21,66,72,83,60,49,59,6,2,Full Stack Developer
Aarav H. Subramanian,CSBS,2,6.65,68,59,25,21,93,75,49,47,56,47,11,0,18,7,37,18,0,29,31,0,15,28,26,26,31,21,1,15,2,11,0,7,45,63,43,62,96,30,25,3,1,Backend Developer
Vihaan A. Roy,Data Science,2,7.16,76,0,2,13,53,0,25,15,19,64,41,58,29,10,5,26,5,37,24,24,12,22,36,16,70,47,37,36,34,49,61,74,67,51,59,20,58,24,32,4,2,Robotics Engineer
Avani A. Krishnan,Mechanical,1,7.54,87,77,9,78,73,84,70,60,45,57,14,68,11,40,21,39,39,13,0,45,34,22,24,23,64,17,3,30,52,12,20,36,28,66,59,65,55,4,43,3,1,Full Stack Developer
Anirudh A. Gowda,CSE,3,7.08,90,65,11,31,79,41,51,74,82,20,32,25,17,0,5,38,31,4,29,19,53,37,41,6,14,31,37,20,23,4,37,0,12,59,68,60,68,47,51,4,2,Cybersecurity Analyst
Yuvan K. Murthy,CSBS,1,7.36,64,73,7,68,62,64,44,53,0,43,18,22,33,0,27,23,39,28,31,22,5,8,50,30,24,21,29,2,6,29,3,11,34,57,49,71,51,24,26,5,1,Full Stack Developer
Aditi V. Banerjee,IT,3,6.88,82,33,0,2,79,68,100,88,49,16,47,27,9,16,41,22,33,38,29,24,32,32,35,21,50,24,14,10,44,19,45,30,24,32,65,37,50,28,36,3,2,Cloud Engineer
Riya A. Verma,AI,4,6.97,69,72,79,14,37,74,75,16,19,42,22,27,54,12,6,35,28,23,0,50,22,21,12,1,23,35,32,58,3,19,68,0,13,67,62,51,90,41,6,8,4,ML Engineer
Madhav D. Sharma,ECE,4,6.75,90,9,4,7,20,19,19,8,24,65,34,47,18,18,1,12,0,41,12,38,37,37,27,18,45,48,11,17,12,52,72,77,61,45,87,33,57,24,26,8,3,Robotics Engineer
Yamini P. Gadde,EEE,3,7.14,72,76,15,13,68,37,38,37,60,0,21,0,32,19,0,40,2,18,42,12,13,0,21,43,56,24,7,26,15,67,24,0,28,52,62,56,85,30,52,7,3,Cybersecurity Analyst
Darshan H. Ansari,Civil,3,7.35,81,20,30,20,9,25,7,0,17,81,9,20,48,25,16,27,57,85,70,57,64,88,84,92,36,13,0,27,0,17,9,47,19,61,47,34,58,45,6,3,1,VLSI Engineer
Shreya V. Ranganathan,EEE,1,7.25,54,30,11,6,25,29,44,25,19,60,82,58,36,31,59,59,92,57,35,47,72,23,38,1,22,0,33,0,9,24,0,69,17,76,46,39,81,34,19,4,1,Embedded Engineer
Siddharth K. Bhat,Data Science,4,7.32,55,56,75,1,9,78,60,27,40,43,17,0,35,15,25,35,42,56,27,29,21,10,43,30,37,36,11,57,54,11,63,39,18,30,62,47,67,18,29,9,3,ML Engineer
Aparna L. Malhotra,AI&DS,4,6.95,78,76,64,21,16,72,61,28,42,41,13,46,41,12,26,39,0,18,46,6,28,34,22,26,31,0,17,9,19,31,62,29,21,39,79,54,52,25,29,6,3,ML Engineer
Vidya B. Malhotra,CSBS,4,7.04,74,75,33,76,79,90,53,31,18,59,21,29,12,7,25,31,25,11,29,12,30,33,28,20,40,33,8,47,29,20,31,23,14,70,52,54,91,52,56,8,3,Full Stack Developer
Siddharth M. Bhatia,ECE,3,6.49,79,76,37,84,80,75,69,57,67,31,25,18,33,41,12,13,7,32,25,13,24,22,13,12,25,18,17,17,20,24,30,39,13,38,91,67,36,26,31,5,2,Full Stack Developer
Bhavya V. Varma,Civil,1,6.85,61,25,17,0,24,10,25,11,0,52,50,34,67,7,76,31,10,14,25,41,40,14,46,38,78,63,66,71,67,39,32,22,19,49,82,27,45,20,29,1,0,IoT Engineer
Karthik N. Khan,IT,4,7.06,94,56,58,32,7,5,3,25,23,58,62,14,55,15,6,22,58,81,79,58,72,91,77,96,0,20,25,11,40,0,42,59,38,46,76,50,62,16,13,8,3,VLSI Engineer
Manish L. Raju,Mechanical,2,6.73,77,12,41,32,24,6,0,5,26,57,58,72,57,30,49,7,26,26,13,18,29,41,23,0,70,69,64,62,42,12,41,16,45,51,32,24,45,41,19,5,2,IoT Engineer
Aarav D. Mukherjee,ECE,2,6.99,66,47,17,9,6,14,24,19,21,72,57,39,67,33,60,41,29,0,34,6,33,40,37,22,69,80,75,58,52,37,31,26,23,82,40,49,57,33,41,5,1,IoT Engineer
Mohan V. Chatterjee,IT,3,7.34,58,64,24,18,91,45,47,56,79,37,53,13,40,19,21,0,28,22,46,3,25,0,3,30,12,28,14,0,22,25,18,46,45,60,81,67,57,14,36,7,1,Cybersecurity Analyst
Lasya Y. Pawar,Mechanical,4,7.15,55,9,20,28,6,10,37,27,3,73,60,42,44,64,41,59,53,70,72,46,70,13,26,37,19,19,11,11,15,38,13,0,28,49,52,23,46,35,0,10,2,Embedded Engineer
Pranavi R. Nandi,EEE,3,7.28,47,54,23,88,80,93,74,65,13,27,22,21,31,36,32,30,16,2,25,5,0,24,25,6,39,40,19,29,26,39,9,46,18,89,34,38,46,67,42,6,2,Full Stack Developer
Bhavya N. Sheikh,AI&DS,1,6.35,79,97,61,21,33,94,57,36,11,19,16,11,22,42,7,0,6,7,0,18,29,30,23,51,32,40,19,24,17,10,73,11,51,35,50,79,81,20,28,3,1,ML Engineer
Yuvan V. Subramanian,CSBS,1,6.68,79,80,9,0,67,56,46,69,25,37,0,17,0,16,5,24,1,0,2,34,28,0,28,41,12,0,41,28,0,0,12,72,4,59,9,62,100,17,41,5,0,Backend Developer
Darshan S. Krishnan,AI&DS,2,6.72,76,84,44,44,75,88,64,38,45,44,0,6,14,15,21,15,10,0,7,28,10,0,11,17,41,6,26,0,14,10,8,15,48,53,52,67,57,29,23,6,1,Backend Developer
Bhargav P. Kulkarni,Data Science,4,7.64,68,13,42,30,84,52,87,71,66,34,31,19,15,20,52,32,21,17,32,0,26,50,30,17,21,5,6,28,32,31,35,23,19,50,100,34,69,11,19,6,2,Cloud Engineer
Harini T. Shah,AI,2,7.18,75,51,67,31,26,55,72,0,0,0,25,10,4,36,12,46,50,27,31,16,19,27,4,17,7,22,17,28,44,57,57,20,31,48,49,65,66,60,39,4,0,ML Engineer
Raghav Y. Murthy,IT,4,7.28,89,32,42,22,10,16,33,17,27,45,25,14,12,31,36,26,83,72,58,60,68,56,42,76,44,29,29,27,34,8,32,62,13,23,32,41,69,23,20,7,3,VLSI Engineer
Shruthi H. Chakraborty,AI&DS,2,7.25,50,21,18,48,0,10,27,0,12,63,12,34,41,2,5,26,36,75,59,58,83,64,79,61,37,0,14,43,16,15,20,56,27,68,36,18,87,23,18,6,0,VLSI Engineer
Pallavi A. Ansari,CSE,1,6.92,79,77,10,18,72,80,84,66,51,24,15,42,27,17,6,9,17,31,12,40,34,4,5,25,43,40,41,41,29,36,0,8,44,42,61,63,60,30,26,1,1,Backend Developer
Mohan S. Krishnamurthy,AI&DS,1,7.57,86,0,14,16,28,9,0,0,27,61,26,11,14,35,8,43,64,60,56,33,60,93,77,95,11,34,25,8,26,46,2,36,12,79,71,27,34,61,34,4,0,VLSI Engineer
Jai P. Patel,Mechanical,3,7.35,77,28,21,20,11,11,11,28,11,76,89,51,13,34,76,55,100,74,65,63,69,7,30,29,41,16,17,29,22,27,10,36,11,60,47,54,61,32,38,5,1,Embedded Engineer
Vikram Y. Khan,IT,3,6.45,65,63,20,32,69,79,72,62,79,15,22,43,36,29,34,0,6,7,10,16,25,30,25,14,0,21,6,15,21,2,35,27,35,81,49,67,50,45,24,7,0,Backend Developer
Ishita M. Ranganathan,AI&DS,3,7.02,64,62,72,7,39,59,85,28,15,44,25,9,30,20,25,34,35,6,31,0,22,27,39,29,4,9,34,33,0,15,93,30,57,44,65,40,51,46,34,6,1,ML Engineer
Krishna Y. Ahmed,AI,2,6.98,86,68,70,38,31,51,45,56,0,43,19,11,44,28,25,0,10,40,34,13,36,31,15,8,1,20,23,15,6,17,72,3,29,50,53,54,68,11,3,2,3,ML Engineer
Suraj M. Desai,CSBS,3,6.84,83,96,29,100,89,64,62,69,20,17,34,11,21,27,8,16,35,5,8,4,52,40,27,29,11,36,7,36,3,23,26,27,11,32,42,55,51,13,11,7,2,Full Stack Developer
Pranavi U. Das,Data Science,3,7.47,91,90,96,32,24,81,45,38,34,23,32,47,11,7,0,29,6,0,21,32,46,20,38,33,27,30,41,21,14,46,78,2,43,44,83,72,63,12,39,8,2,ML Engineer
Aakash S. Paul,AI&DS,1,7.12,85,7,51,5,25,3,39,42,9,35,24,10,18,40,8,50,31,82,78,54,78,94,84,90,36,18,10,33,1,1,32,61,24,16,57,38,38,0,28,0,2,VLSI Engineer
Advait Y. Roy,AI,3,7.06,77,56,90,52,46,66,44,12,25,4,5,27,41,7,11,18,21,13,0,8,11,16,30,7,10,24,5,23,8,25,82,5,28,88,52,59,70,50,28,5,3,ML Engineer
Samhita V. Joshi,CSBS,2,7.35,55,65,36,71,76,70,68,45,20,32,54,12,8,46,22,45,40,4,10,52,37,30,0,17,3,23,20,22,13,50,19,14,22,46,68,33,68,27,23,3,3,Full Stack Developer
Aparna N. Chowdary,Civil,2,7.08,76,0,21,29,19,23,45,25,32,57,69,55,26,81,66,71,76,67,55,56,86,15,45,4,17,28,30,12,32,25,13,38,15,83,64,16,91,57,22,5,1,Embedded Engineer
Hrithik A. Gowda,Mechanical,2,6.73,75,48,0,26,27,55,25,8,16,81,75,53,21,26,22,71,42,78,42,62,63,6,30,34,15,22,34,34,17,36,24,7,16,38,67,54,67,40,25,6,1,Embedded Engineer
Gayathri K. Hegde,CSBS,1,7.08,86,19,19,46,80,66,62,56,42,41,42,15,34,46,13,26,26,32,24,30,19,65,16,27,21,21,37,9,0,14,18,25,30,70,49,22,52,35,9,5,1,Cloud Engineer
Sahana P. Gadde,Civil,2,6.76,56,35,42,34,27,40,9,23,0,36,22,38,1,2,52,26,10,32,18,13,0,11,19,21,56,47,0,29,0,41,54,56,56,76,57,26,67,67,22,5,1,Robotics Engineer
Nandini P. Kompella,ECE,2,7.23,63,30,41,4,1,21,40,10,29,95,41,49,10,35,13,38,16,0,19,16,0,11,30,18,50,55,20,13,26,73,59,73,69,40,46,30,82,41,28,5,2,Robotics Engineer
Kartikeya S. Reddy,AI,1,6.82,76,33,22,20,48,20,17,29,9,79,75,72,41,36,38,0,43,14,36,31,15,32,38,32,77,61,28,40,19,62,68,70,71,75,19,32,75,44,32,5,1,Robotics Engineer
Sagar Y. Bhatia,AI,1,6.81,95,70,100,12,34,69,64,2,31,13,14,26,20,36,5,42,15,33,6,38,18,24,19,14,53,31,54,8,12,20,67,27,27,51,36,68,54,8,38,3,1,ML Engineer
Vishal C. Roy,AI&DS,3,7.09,77,71,36,40,80,67,62,48,72,31,44,29,0,6,18,20,0,29,0,22,25,0,44,36,21,16,21,29,34,70,59,15,11,63,88,62,75,36,39,8,2,Backend Developer
Abhinav L. Kulkarni,IT,3,7.19,78,85,25,0,84,41,40,43,73,21,42,33,30,8,10,22,26,14,0,20,19,16,16,18,12,34,48,30,12,17,34,21,11,81,37,59,73,50,22,7,2,Cybersecurity Analyst
Sanjana D. Raju,AI&DS,1,7.1,69,68,55,16,59,33,67,17,77,33,0,31,40,21,37,26,19,25,18,32,7,28,33,0,0,33,7,15,39,43,63,17,11,79,59,47,71,54,23,3,1,Cybersecurity Analyst
Lakshya S. Chawla,CSE,2,6.3,65,79,37,10,55,72,42,56,76,38,6,0,16,8,1,25,18,2,33,15,21,33,0,8,27,50,38,3,38,17,0,37,19,40,44,67,100,3,36,3,1,Cybersecurity Analyst
Harish U. Singh,AI,1,7.13,85,26,14,18,80,56,82,94,58,25,34,39,20,15,12,21,43,46,44,8,38,35,11,18,14,32,13,39,18,39,8,54,15,81,62,40,72,68,35,4,1,Cloud Engineer
Ananya N. Gupta,AI&DS,4,7.12,47,16,14,32,0,27,44,20,17,62,59,35,14,1,42,15,24,5,46,8,21,11,0,52,57,26,39,56,7,51,76,58,47,38,50,15,56,27,12,7,4,Robotics Engineer
Jai L. Varma,AI,4,7.35,89,76,55,14,1,79,32,0,27,31,25,15,13,27,49,15,29,8,5,42,38,28,11,23,0,20,19,40,60,19,59,12,40,88,42,49,89,69,40,7,2,ML Engineer
